alert_id,fault_id,fault_name,confidence,method,rule_name,exists
5:gaia-2021-08-06-2021-08-06_09`:44`:05-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-06-2021-08-06_09`:54`:11-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-06-2021-08-06_10`:15`:23-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-06-2021-08-06_14`:20`:57-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-06-2021-08-06_14`:30`:21-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-06-2021-08-06_14`:45`:18-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-06-2021-08-06_15`:20`:12-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-06-2021-08-06_15`:26`:27-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-06-2021-08-06_15`:40`:17-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-06-2021-08-06_16`:19`:59-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-2021-08-06-2021-08-06_17`:13`:35-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-06-2021-08-06_17`:29`:22-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-06-2021-08-06_17`:30`:20-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-06-2021-08-06_18`:39`:53-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-06-2021-08-06_19`:22`:07-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-2021-08-06-2021-08-06_19`:35`:59-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-06-2021-08-06_19`:45`:55-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-06-2021-08-06_21`:57`:54-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-07-2021-08-07_01`:22`:48-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-07-2021-08-07_01`:36`:50-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-07-2021-08-07_01`:54`:26-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-07-2021-08-07_02`:20`:18-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-07-2021-08-07_03`:45`:35-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-07-2021-08-07_04`:22`:02-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-07-2021-08-07_05`:03`:01-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-07-2021-08-07_05`:06`:20-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-07-2021-08-07_06`:11`:55-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-07-2021-08-07_07`:20`:04-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-07-2021-08-07_07`:43`:43-cpu_anomalies,1:K8s Pod Pending 无法调度（Insufficient CPU/Memory）,K8s Pod Pending 无法调度（Insufficient CPU/Memory）,0.93,rule,gaia-cpu-db,False
5:gaia-2021-08-07-2021-08-07_08`:35`:32-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-07-2021-08-07_10`:00`:18-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-07-2021-08-07_10`:04`:09-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-07-2021-08-07_10`:55`:53-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-07-2021-08-07_11`:45`:48-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-07-2021-08-07_11`:51`:24-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-07-2021-08-07_12`:10`:27-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-07-2021-08-07_12`:39`:30-cpu_anomalies,1:K8s Pod Pending 无法调度（Insufficient CPU/Memory）,K8s Pod Pending 无法调度（Insufficient CPU/Memory）,0.93,rule,gaia-cpu-db,False
5:gaia-2021-08-07-2021-08-07_13`:25`:10-cpu_anomalies,1:K8s Pod Pending 无法调度（Insufficient CPU/Memory）,K8s Pod Pending 无法调度（Insufficient CPU/Memory）,0.93,rule,gaia-cpu-db,False
5:gaia-2021-08-07-2021-08-07_13`:42`:42-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-07-2021-08-07_14`:09`:13-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-07-2021-08-07_15`:19`:22-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-07-2021-08-07_17`:12`:24-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-07-2021-08-07_20`:22`:55-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-07-2021-08-07_21`:12`:51-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-2021-08-08-2021-08-08_00`:43`:14-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-08-2021-08-08_02`:36`:59-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-08-2021-08-08_03`:43`:27-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-08-2021-08-08_06`:03`:43-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-08-2021-08-08_08`:10`:37-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-08-2021-08-08_08`:45`:20-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-08-2021-08-08_08`:55`:23-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-08-2021-08-08_10`:20`:20-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-08-2021-08-08_11`:16`:31-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-08-2021-08-08_12`:22`:18-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-08-2021-08-08_12`:29`:30-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-08-2021-08-08_12`:42`:05-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-08-2021-08-08_13`:29`:19-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-08-2021-08-08_14`:08`:26-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-08-2021-08-08_15`:35`:53-cpu_anomalies,1:K8s Pod Pending 无法调度（Insufficient CPU/Memory）,K8s Pod Pending 无法调度（Insufficient CPU/Memory）,0.93,rule,gaia-cpu-db,False
5:gaia-2021-08-08-2021-08-08_15`:51`:01-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-08-2021-08-08_17`:44`:02-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-08-2021-08-08_18`:49`:39-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-08-2021-08-08_19`:36`:52-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-08-2021-08-08_20`:02`:42-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-08-2021-08-08_20`:52`:46-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-08-2021-08-08_22`:04`:37-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-08-2021-08-08_23`:19`:15-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-08-2021-08-08_23`:54`:56-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-09-2021-08-09_02`:54`:11-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-09-2021-08-09_03`:58`:27-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-09-2021-08-09_04`:55`:11-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-09-2021-08-09_06`:52`:52-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-09-2021-08-09_08`:34`:45-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-09-2021-08-09_08`:59`:46-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-09-2021-08-09_09`:01`:32-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-09-2021-08-09_09`:18`:36-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-09-2021-08-09_09`:34`:20-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-09-2021-08-09_10`:11`:37-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-09-2021-08-09_11`:01`:54-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-09-2021-08-09_12`:07`:11-cpu_anomalies,1:K8s Pod Pending 无法调度（Insufficient CPU/Memory）,K8s Pod Pending 无法调度（Insufficient CPU/Memory）,0.93,rule,gaia-cpu-db,False
5:gaia-2021-08-09-2021-08-09_13`:03`:04-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-09-2021-08-09_13`:10`:09-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-09-2021-08-09_15`:23`:48-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-09-2021-08-09_16`:01`:44-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-09-2021-08-09_18`:46`:37-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-09-2021-08-09_23`:10`:00-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-10-2021-08-10_00`:30`:26-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-10-2021-08-10_02`:22`:42-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-10-2021-08-10_03`:06`:53-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-10-2021-08-10_04`:21`:29-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-10-2021-08-10_04`:22`:48-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-2021-08-10-2021-08-10_04`:36`:44-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-10-2021-08-10_04`:54`:10-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-10-2021-08-10_05`:01`:52-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-10-2021-08-10_08`:26`:07-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-10-2021-08-10_09`:28`:20-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-10-2021-08-10_09`:34`:20-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-10-2021-08-10_11`:28`:51-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-10-2021-08-10_14`:05`:13-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-10-2021-08-10_14`:50`:57-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-10-2021-08-10_16`:10`:11-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-10-2021-08-10_17`:38`:32-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-10-2021-08-10_17`:44`:45-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-10-2021-08-10_18`:56`:22-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-10-2021-08-10_18`:57`:13-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-10-2021-08-10_20`:26`:29-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-10-2021-08-10_20`:36`:57-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-10-2021-08-10_20`:42`:21-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-10-2021-08-10_21`:52`:30-cpu_anomalies,1:K8s Pod Pending 无法调度（Insufficient CPU/Memory）,K8s Pod Pending 无法调度（Insufficient CPU/Memory）,0.93,rule,gaia-cpu-db,False
5:gaia-2021-08-10-2021-08-10_22`:52`:33-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-10-2021-08-10_23`:04`:11-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-10-2021-08-10_23`:31`:24-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-11-2021-08-11_01`:32`:48-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-11-2021-08-11_02`:46`:25-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-2021-08-11-2021-08-11_05`:22`:26-cpu_anomalies,1:K8s Pod Pending 无法调度（Insufficient CPU/Memory）,K8s Pod Pending 无法调度（Insufficient CPU/Memory）,0.93,rule,gaia-cpu-db,False
5:gaia-2021-08-11-2021-08-11_05`:43`:42-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-11-2021-08-11_07`:26`:03-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-11-2021-08-11_08`:16`:02-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
